0 0
0 0
0 0
0 0
0 0
3 3
70 59
267 151
500 198
719 162
899 161
1022 149
1079 161
1067 155
985 138
839 150
642 154
411 135
183 110
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 2
49 49
160 152
369 258
599 308
810 317
965 350
1046 271
1047 197
973 164
835 137
642 140
413 134
184 110
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 2
67 57
262 149
496 196
716 160
896 160
1019 155
1073 174
1061 170
980 153
836 137
641 143
413 135
185 110
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
39 39
157 137
457 216
707 178
890 166
1013 163
1069 179
1056 109
976 96
833 95
639 110
410 120
172 110
15 15
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
26 26
77 77
253 223
481 351
705 390
1007 236
1065 116
1057 177
979 156
841 151
641 145
414 137
186 111
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
2 2
61 53
254 146
486 197
703 168
877 181
999 184
1057 200
1047 195
962 188
815 193
619 176
414 137
186 111
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
33 33
137 132
296 247
429 355
483 420
1012 364
1070 174
1051 187
972 168
831 150
640 149
412 141
185 112
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
58 52
250 132
486 179
708 187
890 177
1016 144
1076 157
1066 154
985 141
839 177
640 149
417 134
188 111
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
56 51
248 147
483 179
705 187
887 179
1012 153
1077 153
1065 155
984 148
841 135
641 148
404 153
172 125
20 20
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
55 50
245 146
480 178
703 186
886 177
1012 150
1073 163
1062 164
984 147
841 134
647 141
419 132
189 111
25 25
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
48 44
193 141
400 232
614 274
802 303
957 338
1041 264
1048 189
975 163
836 143
644 145
417 136
188 111
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1 1
51 47
239 129
472 191
695 157
876 161
1001 163
1043 215
1053 178
973 102
832 102
640 113
414 118
187 100
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
43 43
226 135
459 150
686 166
872 165
992 177
1036 228
991 296
855 315
642 382
388 315
364 206
182 101
24 24
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
44 41
229 132
458 147
678 158
858 149
983 127
1043 144
1038 139
968 111
832 102
642 111
415 116
