,Pavg,Pdet,Front_Pavg,Front_Pdet,Mismatch_rel,Front_Mismatch_rel,MAD/G_Total,Front_MAD/G_Total,MAD/G_Total**2,Front_MAD/G_Total**2,poat,gfront,grear,bifi_ratio,stdev,POAT_Irradiance_cell_0,POAT_Irradiance_cell_1,POAT_Irradiance_cell_2,POAT_Irradiance_cell_3,POAT_Irradiance_cell_4,POAT_Irradiance_cell_5,POAT_Irradiance_cell_6,POAT_Irradiance_cell_7,POAT_Irradiance_cell_8,POAT_Irradiance_cell_9,POAT_Irradiance_cell_10,POAT_Irradiance_cell_11,FrontIrradiance_cell_0,FrontIrradiance_cell_1,FrontIrradiance_cell_2,FrontIrradiance_cell_3,FrontIrradiance_cell_4,FrontIrradiance_cell_5,FrontIrradiance_cell_6,FrontIrradiance_cell_7,FrontIrradiance_cell_8,FrontIrradiance_cell_9,FrontIrradiance_cell_10,FrontIrradiance_cell_11,BackIrradiance_cell_0,BackIrradiance_cell_1,BackIrradiance_cell_2,BackIrradiance_cell_3,BackIrradiance_cell_4,BackIrradiance_cell_5,BackIrradiance_cell_6,BackIrradiance_cell_7,BackIrradiance_cell_8,BackIrradiance_cell_9,BackIrradiance_cell_10,BackIrradiance_cell_11
irr_1axis_2021-12-01_0600.csv,0.6080458211862613,0.6079840484760078,0.3320949981191919,0.33209497408036237,0.01015921960171795,7.238540078446931e-06,1079620857.462623,1135846271.0535781,1.165581195868329e+18,1.2901467514663186e+18,8.028663466666666,5.904365777777779,2.124297688888889,0.3597842289656399,0.017821881386902157,7.927190666666666,8.1733204,8.082746133333334,7.8560392666666665,8.156874066666667,8.076481000000001,7.821634266666667,8.155475733333335,8.050099666666666,7.785195066666667,8.171539866666667,8.087365466666666,5.900474666666667,5.897467333333334,5.901266666666667,5.898260333333333,5.900531666666666,5.907203666666668,5.9054926666666665,5.904988,5.909012999999999,5.9087673333333335,5.9085220000000005,5.910402,2.026716,2.275853066666666,2.1814794666666666,1.9577789333333333,2.2563424000000003,2.1692773333333335,1.9161416,2.2504877333333337,2.141086666666667,1.8764277333333337,2.2630178666666665,2.1769634666666664
irr_1axis_2021-12-01_0700.csv,74.49654626022574,74.12555511160109,63.287793272788925,63.0427652759754,0.49799778278141105,0.3871647029268104,34665034.73104466,31137344.262960333,1201664632904532.2,969534207750108.8,250.04770955555554,215.3829111111111,34.664798444444436,0.16094498057258436,0.02424414081253371,251.18995600000002,247.89026266666667,258.6304813333333,244.6379213333333,246.25460533333336,257.528676,243.63174533333333,245.6818813333333,257.4029239999999,243.89957333333334,246.17057599999998,257.65391199999993,216.12223333333336,210.95736666666667,220.4556333333333,215.54403333333332,210.10013333333336,220.5693,215.3339,209.7346333333333,220.20863333333327,215.44313333333332,209.92506666666665,220.20086666666663,35.06772266666667,36.932896,38.174848,29.093888,36.154472000000005,36.959376,28.297845333333335,35.947248,37.19429066666667,28.456440000000004,36.245509333333324,37.45304533333333
irr_1axis_2021-12-01_0800.csv,241.00723084318568,240.53733959347952,208.93095326902693,208.8929850050626,0.1949697725093955,0.01817263711780015,11464957.41277324,10179836.195037734,131445248476704.08,103629064957800.33,756.0353016666664,658.7976194444444,97.23768222222225,0.14759871522338155,0.013848256258406537,766.8077733333333,768.1255733333335,744.4847533333334,755.6911066666668,766.52568,743.0419666666667,755.40636,766.22136,742.2864133333333,754.7251,765.3208,743.7867333333334,659.1211333333333,655.5813333333334,661.9045666666667,659.2231333333334,655.4862666666667,662.2787666666667,658.7361999999999,655.3705333333334,661.7665999999999,659.1895,654.5236,662.3898,107.68664000000001,112.54424000000002,82.58018666666668,96.46797333333335,111.03941333333333,80.7632,96.67016000000001,110.85082666666668,80.51981333333333,95.5356,110.7972,81.39693333333335
irr_1axis_2021-12-01_0900.csv,353.1839511402211,351.7056462232599,300.3431430000389,300.32394614011196,0.4185651449304686,0.006391642484388171,7894850.155450355,7162689.358162129,62328658977014.5,51304118841529.016,1097.9198294444445,936.3036027777779,161.61622666666668,0.17261092041853932,0.022890086858908018,1097.40022,1135.4255866666667,1074.49674,1080.4389199999998,1130.6602133333336,1079.0899,1079.7465666666667,1128.3222666666668,1075.7185200000001,1082.4861,1129.66156,1081.59136,936.2159,936.079,937.7821,935.9259333333332,934.7310666666668,937.9187,936.4569666666666,933.9432,937.9134,937.3153,933.1256666666668,938.236,161.18432,199.34658666666667,136.71464,144.5129866666667,195.92914666666667,141.17120000000003,143.2896,194.37906666666666,137.80512000000002,145.1708,196.53589333333332,143.35536000000002
irr_1axis_2021-12-01_1000.csv,412.6314629080062,409.8013822027868,338.0319253209788,338.0289213591803,0.6858615882740793,0.0008886621568819919,6765793.710669847,6377834.293953426,45775964535339.66,40676770281128.4,1281.1375733333336,1051.5249444444446,229.61262888888893,0.21836156156067307,0.030902543988013342,1265.5970800000002,1333.0250133333334,1259.5856,1241.43276,1330.3660800000002,1259.2995866666668,1244.0030666666669,1338.107093333333,1259.4806,1245.9213333333332,1333.3124133333333,1263.5202533333334,1052.2296666666668,1051.608,1049.314,1050.043,1050.8946666666668,1052.385,1052.400666666667,1050.6946666666663,1052.921,1052.012,1052.0976666666666,1051.699,213.36741333333336,281.41701333333333,210.2716,191.38976000000002,279.4714133333334,206.91458666666668,191.6024,287.4124266666667,206.55960000000002,193.9093333333333,281.2147466666667,211.82125333333335
irr_1axis_2021-12-01_1100.csv,442.4374828566841,439.25049548120114,350.1229035313475,350.1219236537773,0.7203249044148663,0.00027986674403734924,6310041.562932981,6161064.181811034,39816624525941.7,37958711852394.86,1373.6696422222224,1088.5216666666668,285.1479755555556,0.26195893410992177,0.03173873752730501,1340.3185600000002,1431.4007599999995,1355.6339333333335,1331.47492,1429.1553600000002,1353.8939599999999,1331.26592,1433.36364,1346.9599066666667,1338.20268,1431.8347466666667,1360.53132,1087.006,1088.2236666666663,1088.7696666666668,1088.7476666666669,1088.746666666667,1088.917,1088.6686666666667,1089.379,1087.2843333333333,1089.1643333333334,1089.144,1088.209,253.31256,343.17709333333335,266.86426666666665,242.72725333333335,340.40869333333336,264.97696,242.59725333333336,343.98464,259.6755733333334,249.03834666666668,342.6907466666667,272.32232
irr_1axis_2021-12-01_1200.csv,454.0616833489656,451.949023410675,349.1205995801038,349.12035815325015,0.4652803827683698,6.915285260333803e-05,6147924.9716326855,6178473.963209034,37796981456824.76,38173540514051.945,1409.8923744444444,1085.4544166666667,324.4379577777778,0.29889597646495164,0.025324180267757165,1386.0775733333332,1456.4463466666668,1383.5898533333334,1376.7622533333333,1451.1246666666668,1391.3458666666668,1377.5246266666666,1457.8664666666666,1387.6788933333335,1384.6675866666667,1463.8392133333336,1401.7851466666668,1085.274,1085.0646666666669,1084.9523333333334,1084.9703333333334,1084.9586666666669,1084.8766666666668,1084.8016666666665,1086.309,1085.4876666666669,1086.367,1086.1896666666669,1086.2013333333334,300.80357333333336,371.38168,298.63752,291.79192,366.166,306.4692,292.72296,371.5574666666667,302.19122666666664,298.3005866666667,377.64954666666677,315.58381333333335
irr_1axis_2021-12-01_1300.csv,455.1968769424945,453.5698173589566,345.3651151980652,345.36511521369056,0.35744084943348753,-4.524309815678862e-09,6132526.173169473,6244622.470645377,37607877264608.625,38995309800889.18,1413.4326199999998,1073.9563333333333,339.47628666666674,0.3160987799317726,0.02177294307544307,1401.46584,1454.1473066666665,1384.2527466666666,1392.7475333333334,1450.6816666666666,1379.4440399999999,1394.1853466666666,1454.89376,1398.7160533333333,1395.6506133333335,1457.30812,1397.6984133333333,1073.922,1073.926,1073.936,1073.941,1073.945,1073.955,1073.959,1073.964,1073.974,1073.978,1073.983,1073.993,327.54384000000005,380.22130666666664,310.31674666666663,318.8065333333334,376.7366666666667,305.48904000000005,320.2263466666667,380.92976,324.7420533333334,321.6726133333334,383.32512,323.70541333333335
irr_1axis_2021-12-01_1400.csv,453.9886800030243,452.87322853574534,348.2499796202858,348.24981747753566,0.2457002820580243,4.655929923558233e-05,6148918.008048197,6193681.438542674,37809192669699.41,38361689762148.055,1409.66468,1082.789277777778,326.8754022222222,0.30188274757677014,0.017346188161457297,1408.8366666666666,1438.22052,1386.6002799999999,1396.8632666666667,1436.2549466666667,1376.2645333333335,1397.2975733333335,1441.64872,1390.7210666666667,1398.36072,1447.4819066666669,1397.4259600000003,1082.812,1082.9116666666666,1083.139,1082.9656666666667,1082.835,1083.0266666666666,1082.8466666666668,1082.53,1083.0106666666668,1082.4713333333332,1082.5510000000002,1082.371666666667,326.0246666666667,355.3088533333334,303.46128,313.8976,353.41994666666665,293.2378666666667,314.4509066666667,359.11872,307.7104,315.8893866666667,364.93090666666666,315.05429333333336
irr_1axis_2021-12-01_1500.csv,443.45204423879676,442.7438974352608,352.0142524152302,352.01350922948956,0.1596896017812952,0.0002111237643163122,6295551.498785663,6128415.60605202,39633968673862.414,37557477840501.945,1376.8313288888887,1094.3206666666667,282.5106622222222,0.2581607666085281,0.013641356957452057,1380.93088,1398.1088933333335,1350.6891733333334,1371.6902800000003,1396.8153333333332,1352.1276,1372.46084,1400.1681866666668,1358.2452933333334,1375.4914666666668,1401.5086666666666,1363.7393333333332,1094.3066666666666,1094.2563333333335,1093.0733333333335,1093.6416666666669,1093.9206666666666,1095.0393333333334,1094.897,1094.7546666666667,1095.3163333333334,1095.174,1093.398,1094.07,286.62421333333333,303.85256,257.61584,278.0486133333333,302.89466666666664,257.0882666666667,277.56383999999997,305.41352,262.92896,280.31746666666675,308.1106666666667,269.6693333333333
