,Pavg,Pdet,Front_Pavg,Front_Pdet,Mismatch_rel,Front_Mismatch_rel,MAD/G_Total,Front_MAD/G_Total,MAD/G_Total**2,Front_MAD/G_Total**2,poat,gfront,grear,bifi_ratio,stdev,POAT_Irradiance_cell_0,POAT_Irradiance_cell_1,POAT_Irradiance_cell_2,POAT_Irradiance_cell_3,POAT_Irradiance_cell_4,POAT_Irradiance_cell_5,POAT_Irradiance_cell_6,POAT_Irradiance_cell_7,POAT_Irradiance_cell_8,POAT_Irradiance_cell_9,POAT_Irradiance_cell_10,POAT_Irradiance_cell_11,FrontIrradiance_cell_0,FrontIrradiance_cell_1,FrontIrradiance_cell_2,FrontIrradiance_cell_3,FrontIrradiance_cell_4,FrontIrradiance_cell_5,FrontIrradiance_cell_6,FrontIrradiance_cell_7,FrontIrradiance_cell_8,FrontIrradiance_cell_9,FrontIrradiance_cell_10,FrontIrradiance_cell_11,BackIrradiance_cell_0,BackIrradiance_cell_1,BackIrradiance_cell_2,BackIrradiance_cell_3,BackIrradiance_cell_4,BackIrradiance_cell_5,BackIrradiance_cell_6,BackIrradiance_cell_7,BackIrradiance_cell_8,BackIrradiance_cell_9,BackIrradiance_cell_10,BackIrradiance_cell_11
irr_Sudafrica_Optimo_10_1.csv,0.011150030108829144,0.011150028602185563,0.0,0.0,1.3512462004428016e-05,,6694773.120685669,7427294.563030465,44819987137455.33,55164704526021.9,1.2474752414583332,0.9634519572916665,0.2840232841666666,0.29479755790322615,0.03149026194751516,1.2234899675,1.2070595283333334,1.2947054183333333,1.2639419916666665,1.2178596191666666,1.2013254433333334,1.2907176633333333,1.26258125,1.2186934025,1.202556,1.2863993599999999,1.3003732533333332,0.9636150875,0.964294725,0.963282675,0.963154375,0.9631532125,0.963111,0.9631116,0.96319645,0.9633171625,0.963489,0.9638213999999999,0.9638768,0.25987488,0.24276480333333336,0.3314227433333333,0.30078761666666665,0.25470640666666666,0.23821444333333328,0.3276060633333333,0.2993848,0.25537624000000003,0.239067,0.32257795999999994,0.3364964533333333
irr_Sudafrica_Optimo_10_10.csv,212.27686924923432,211.8750467548672,178.9758525868608,178.97567911440598,0.18929169993332096,9.69250612996575e-05,9450.52382184508,9555.895627958795,89312400.50726132,91315141.252442,883.7143710416667,748.8404815972223,134.87388944444447,0.18011030754743423,0.01380969316925117,886.1438966666667,865.8259283333333,877.0090183333333,897.6300541666667,892.0943116666667,866.4351175,880.3805025,902.6400708333333,898.5148458333333,873.1282775,881.6731424999999,883.0972866666666,749.0376,749.186575,748.6164249999999,748.7803375,748.712125,748.3756875,748.5928125,748.8470208333333,749.1161958333333,749.2705874999999,748.8133124999999,748.7370999999999,137.10629666666665,116.63935333333333,128.39259333333334,148.84971666666667,143.38218666666666,118.05943,131.78769,153.79305,149.39865000000003,123.85769000000002,132.85983,134.36018666666666
irr_Sudafrica_Optimo_10_11.csv,144.34232070971004,144.1146971464973,121.05873737308457,121.05879931548174,0.15769703721926476,-5.1167225521453474e-05,13715.14242995234,13897.108247093609,188105131.873879,193129617.6314372,608.9301484027778,514.9158628472222,94.01428555555556,0.18258183975087597,0.012455209154167712,615.4415641666667,598.57362,607.7669800000001,620.9778024999999,616.413315,598.4660658333333,606.4990208333334,616.6287050000001,614.1267475000001,601.7140899999999,605.00287,605.5509999999999,514.6111875,514.7642,514.9364,514.7924125,514.749025,514.8742625,515.0234375,514.9042583333334,514.9373708333334,515.13585,515.13135,515.1306,100.83037666666667,83.80942000000002,92.83058000000003,106.18539,101.66429,83.59180333333335,91.47558333333335,101.72444666666667,99.18937666666666,86.57824,89.87152,90.4204
irr_Sudafrica_Optimo_10_12.csv,66.1319999189633,66.01362039214665,53.51481200808468,53.514779065283186,0.17900490981932649,6.155828688747533e-05,28591.75458323727,29769.174130563908,817488430.1480695,886203728.4158354,292.0969292361111,240.37756145833336,51.71936777777777,0.21515888364955693,0.013066815614212501,291.0792935,285.30222983333334,292.27307283333334,294.5399875,290.56460500000003,284.25291783333336,292.76726483333334,295.31173516666667,295.92246966666664,295.54649366666666,293.9357676666667,293.66731333333337,240.5353625,240.6271625,240.21233750000002,240.3673875,240.395925,240.2174875,240.2066125,240.3243625,240.48579999999998,240.588575,240.30822500000002,240.2615,50.54393100000001,44.67506733333333,52.060735333333334,54.1726,50.16868000000001,44.03543033333334,52.56065233333333,54.987372666666666,55.436669666666674,54.95791866666668,53.62754266666667,53.405813333333334
irr_Sudafrica_Optimo_10_13.csv,6.199415176487103,6.141391108503868,4.374211499673795,4.374168691187377,0.9359603499908786,0.0009786560714104553,215718.5175755947,239367.38872627352,46534478825.01217,57296746785.63493,38.71509877361111,29.8948053125,8.820293461111111,0.2950443519838899,0.03323446135979115,37.85350211666667,37.39385155,40.13267365,39.1963415,37.74515865,37.19813251666667,40.07098921666667,39.178402000000006,37.79599075,37.327496000000004,40.11226,40.57638733333334,29.90641625,29.92737875,29.893591250000004,29.893072500000002,29.89341375,29.889153750000002,29.89085625,29.897715,29.889236250000003,29.871732500000004,29.8909475,29.89415,7.947085866666666,7.466472800000001,10.239082400000001,9.303269,7.8517449,7.308978766666668,10.180132966666669,9.280687,7.9067545,7.4557635000000015,10.221312500000002,10.682237333333335
irr_Sudafrica_Optimo_10_2.csv,16.470823859217766,16.383077060990658,11.792491982678651,11.791953596091906,0.5327407965570643,0.004565503097538226,98570.71471351475,111621.79566803311,9716185799.133114,12459425268.156136,84.7266222986111,64.10792302083333,20.61869927777778,0.3216248211797045,0.025171672943335104,84.10486825000001,82.20278066666668,87.06655266666667,86.16516966666666,83.80850441666668,82.33465108333334,86.78611358333333,85.98418358333333,83.31270033333332,81.26292725,86.41607875,87.27493733333333,64.22794625,64.252705,64.127095,64.156785,64.14471375000001,64.07341375,64.07007625,64.13575125,64.09002,63.958436250000005,64.02363375,64.0345,19.876922000000004,17.95007566666667,22.93945766666667,22.008384666666664,19.663790666666667,18.261237333333334,22.71603733333334,21.848432333333335,19.222680333333333,17.304491000000002,22.392445,23.240437333333333
irr_Sudafrica_Optimo_10_3.csv,84.00989913087744,83.68754323127001,66.78027146574291,66.7800478880839,0.38371180413541595,0.0003347959720798599,22884.650157307915,24278.920401189673,523707212.82237315,589465975.8473041,364.9417254722223,294.73474791666666,70.20697755555555,0.23820393778410506,0.019057122113104445,367.8684446666667,365.9296578333333,376.96695683333337,371.14332416666673,360.8975441666667,353.984982,368.988314,368.03366850000003,360.2184295,352.73102499999993,365.22778300000004,367.310576,294.676375,294.8489375,294.7795625,294.5779375,294.5077375,294.59585,294.68615,294.4930125,294.6382125,295.07264999999995,294.97815,294.9624,73.19206966666667,71.08072033333335,82.18739433333334,76.56538666666668,66.38980666666669,59.389132000000004,74.30216399999999,73.540656,65.580217,57.65837500000001,70.24963300000002,72.34817600000001
irr_Sudafrica_Optimo_10_4.csv,160.41688366552003,160.13226747941826,133.29392643172397,133.29236538097462,0.17742283704701833,0.0011711341927878038,12395.071289408983,12681.47729222811,153637792.26953086,160819866.31329718,673.7810150694445,564.2750697916667,109.50594527777777,0.19406482961972416,0.012911503965510983,681.2056875000001,666.6560000000001,674.4254000000001,686.6492916666666,679.8478491666667,659.9337333333333,674.0374133333333,683.3751225000001,675.9358100000001,658.6533783333333,671.2744883333334,673.3780066666667,564.7869375,564.8552500000001,564.16975,564.416875,564.2609125,563.67485,563.88635,564.2454125,564.5858000000001,564.699975,563.924025,563.7947,116.41875000000002,101.80075000000001,110.25565,122.23241666666665,115.58693666666666,96.25888333333334,110.15106333333334,119.12971,111.35001,93.95340333333334,107.35046333333332,109.58330666666666
irr_Sudafrica_Optimo_10_5.csv,224.4330378136517,224.01915258791828,189.0887378701019,189.08835324675596,0.18441368069751718,0.00020340891282444318,8951.594305137758,9061.711793382463,80131040.60377474,82114620.62632681,932.9694164583333,789.678776736111,143.29063972222224,0.18145433807208175,0.01350052314205169,951.553585,924.2529008333333,936.5469458333332,950.8899241666667,942.1817641666667,917.8215733333334,932.5058533333333,943.5129625000001,934.217835,912.1444125,924.0135275,925.9917133333333,789.9582083333333,790.1257375,789.5121624999999,789.6069208333333,789.5127208333333,789.1864166666667,789.3527166666667,789.5969125,789.874325,790.0613625,789.7083375,789.6495,161.59537666666668,134.12716333333333,147.03478333333334,161.28300333333334,152.66904333333335,128.63515666666666,143.15313666666668,153.91605,144.34351,122.08305000000001,134.30518999999998,136.34221333333332
irr_Sudafrica_Optimo_10_6.csv,268.63303873454606,268.20853421258596,228.52270358152904,228.52289691027877,0.1580239437262918,-8.459936219651354e-05,7501.758608103869,7535.5516798182025,56276382.214260496,56784539.119210936,1113.2807854166665,949.6108298611113,163.66995555555556,0.17235476935271862,0.013257154294734242,1137.7953425,1105.18592,1119.10096,1132.9601791666666,1121.6621841666667,1093.5233183333332,1106.9103483333333,1125.2198533333333,1118.5963658333333,1092.97753,1101.96939,1103.4680333333333,949.5966125,949.829,949.5422000000001,949.4670458333334,949.5887708333333,949.795675,949.655725,949.4484,949.4813624999999,949.7055666666666,949.6171666666667,949.6024333333334,188.19873,155.35692,169.55875999999998,183.49313333333333,172.07341333333335,143.72764333333333,157.25462333333337,175.77145333333337,169.11500333333336,143.27196333333333,152.35222333333334,153.8656
