,Pavg,Pdet,Front_Pavg,Front_Pdet,Mismatch_rel,Front_Mismatch_rel,MAD/G_Total,Front_MAD/G_Total,MAD/G_Total**2,Front_MAD/G_Total**2,poat,gfront,grear,bifi_ratio,stdev,POAT_Irradiance_cell_0,POAT_Irradiance_cell_1,POAT_Irradiance_cell_2,POAT_Irradiance_cell_3,POAT_Irradiance_cell_4,POAT_Irradiance_cell_5,POAT_Irradiance_cell_6,POAT_Irradiance_cell_7,POAT_Irradiance_cell_8,POAT_Irradiance_cell_9,POAT_Irradiance_cell_10,POAT_Irradiance_cell_11,FrontIrradiance_cell_0,FrontIrradiance_cell_1,FrontIrradiance_cell_2,FrontIrradiance_cell_3,FrontIrradiance_cell_4,FrontIrradiance_cell_5,FrontIrradiance_cell_6,FrontIrradiance_cell_7,FrontIrradiance_cell_8,FrontIrradiance_cell_9,FrontIrradiance_cell_10,FrontIrradiance_cell_11,BackIrradiance_cell_0,BackIrradiance_cell_1,BackIrradiance_cell_2,BackIrradiance_cell_3,BackIrradiance_cell_4,BackIrradiance_cell_5,BackIrradiance_cell_6,BackIrradiance_cell_7,BackIrradiance_cell_8,BackIrradiance_cell_9,BackIrradiance_cell_10,BackIrradiance_cell_11
irr_Toledo_Vertical_1.csv,6.315982441093146,6.220029867497051,3.4570171085662884,3.452798544411459,1.519202665476186,0.1220290216202784,94308.43912221174,151447.62900653738,8894081689.667917,22936384331.701782,39.27339736111111,25.406797708333333,13.866599652777778,0.5457830542819485,0.049163585549287035,37.73175041666667,37.56908416666667,41.59454916666667,39.68751208333333,37.59583083333333,37.37670416666666,41.511069166666665,39.63666333333333,37.60952833333333,37.45598458333333,41.42527208333333,42.08682,24.981891250000004,25.532748750000003,25.82878125,25.083076249999998,24.918365,25.49240875,25.81352125,25.093608749999998,24.94201125,25.51320625,25.81576375,25.86619,12.749859166666665,12.036335416666665,15.765767916666665,14.604435833333332,12.677465833333331,11.884295416666665,15.697547916666664,14.543054583333333,12.667517083333333,11.942778333333333,15.609508333333334,16.22063
irr_Toledo_Vertical_10.csv,234.4244826225382,232.2144858054243,30.95901036441226,28.05292849083145,0.9427329400028412,9.386869410145565,3803.9115396720767,26244.544482497906,14469743.00165039,688776115.0938113,973.6853145833334,146.6133,827.0720145833333,5.641179992424515,0.03288790086270602,959.2335708333335,939.5186541666667,1013.4217791666666,990.9884875,952.1044375,934.2676958333334,1007.5848708333335,986.9488791666668,950.1145666666666,933.16095,1002.64925,1014.2306333333333,129.72331666666668,152.66357916666666,169.59665416666664,133.64927083333333,123.29862083333335,148.07320416666667,167.60982916666669,132.6395791666667,122.44627916666667,146.72179166666666,164.94974166666665,167.98773333333332,829.5102541666668,786.855075,843.825125,857.3392166666666,828.8058166666667,786.1944916666667,839.9750416666668,854.3093000000001,827.6682875,786.4391583333334,837.6995083333334,846.2429000000001
irr_Toledo_Vertical_11.csv,222.45861040738325,220.53948983722378,22.072216526543897,20.75693826033486,0.862686576457989,5.958976818786155,4004.21890995091,35331.17028439939,16033769.078808455,1248291593.6652267,924.9776017361111,108.90664652777777,816.0709552083334,7.493307169275349,0.029558870996896032,916.4869666666667,890.7959624999999,954.6599375,944.6603562500001,911.7998562500001,888.0850250000001,950.539575,942.5318541666667,910.6155541666667,885.9660666666666,946.7312666666667,956.8588,99.7769875,112.50364583333334,122.25972083333332,101.80532291666667,96.07459791666668,110.23932500000002,120.052475,101.52858333333333,95.84023333333333,108.22167083333332,118.43729583333334,120.1399,816.7099791666667,778.2923166666666,832.4002166666667,842.8550333333334,815.7252583333334,777.8457000000001,830.4871,841.0032708333333,814.7753208333334,777.7443958333333,828.2939708333333,836.7189
irr_Toledo_Vertical_12.csv,91.95916776281183,39.66702951529545,13.050985548518222,12.774314612826474,56.86451880729531,2.119923699732851,9324.999349318528,55182.370428142895,86955612.86479098,3045094006.0687795,397.19174934027774,69.72877829861112,327.46297104166666,4.696238468990775,0.6099439277789142,165.09915999999998,224.18949,689.9263700000001,395.03366250000005,161.7022275,222.79980458333335,687.6064920833334,390.56776499999995,157.80110375,221.76851333333332,686.2005333333333,763.6058699999999,65.62661999999999,70.97487999999998,74.96774,67.19063333333332,64.87322583333334,70.10538541666666,74.01691791666667,66.8043525,64.74242125,69.79111250000001,73.51564749999999,74.13640333333332,99.47254000000001,153.21461000000002,614.9586300000001,327.8430291666667,96.82900166666667,152.69441916666668,613.5895741666667,323.76341249999996,93.0586825,151.97740083333332,612.6848858333333,689.4694666666666
irr_Toledo_Vertical_2.csv,170.4724548698248,170.33682371793594,163.23986967640695,163.2403415538988,0.07956191631804188,-0.00028907000033484564,5184.21972630448,5615.68365366634,26876134.170604497,31535902.898055337,714.4397806597223,685.1880395833333,29.251741076388885,0.04269155237177963,0.008814786195203874,712.2329308333333,708.4576445833334,722.6827520833334,716.2595512500001,708.27656875,706.2037487499999,720.83234125,717.1640316666667,710.4273554166667,707.4823783333333,720.5408283333333,722.7172366666666,684.8312291666666,685.4137083333334,685.7699583333334,684.6841458333334,684.4630708333334,685.2872416666667,685.5718916666667,684.8969166666667,684.7514791666667,685.2872708333333,685.6218958333333,685.6776666666666,27.401701666666664,23.043936249999998,36.91279375,31.575405416666666,23.813497916666666,20.91650708333333,35.260449583333326,32.267115,25.67587625,22.195107500000002,34.918932500000004,37.039570000000005
irr_Toledo_Vertical_3.csv,171.74279583254182,171.32486562078142,161.3622300730709,161.36153938163045,0.24334657517040625,0.00042803786247702647,5147.245920681301,5678.708651309661,26494140.567970295,32247731.94645919,719.5717595833333,677.5834982638888,41.988261319444455,0.06196765627708938,0.015837632539387626,714.7267954166667,708.8693245833333,734.5634120833334,723.6581454166667,709.7184041666666,705.9130716666666,731.3528016666668,722.7285254166668,710.4293379166667,706.82720625,731.02090375,735.0531866666668,677.077975,677.6325416666666,678.0781916666667,677.1623833333333,676.9869583333333,677.7468666666666,678.1200666666667,677.2607458333334,677.0952833333333,677.7796500000001,678.01135,678.0499666666667,37.648820416666666,31.23678291666667,56.48522041666668,46.49576208333333,32.73144583333333,28.166205,53.232735000000005,45.46777958333334,33.334054583333334,29.04755625,53.009553749999995,57.00322
irr_Toledo_Vertical_4.csv,167.23761377076073,165.8891922322741,147.54134851388915,147.53726202758682,0.8062908266168876,0.002769722754663917,5280.866003856458,6187.694477570448,27887545.750686873,38287562.94775581,701.3646628124999,621.8470041666666,79.51765864583332,0.12787334844910037,0.030886681426998255,690.6590462499998,681.8773829166666,727.8323404166666,708.1700062499999,683.2030212499999,676.9335558333335,725.0576508333332,706.64523125,682.68381875,677.0418708333332,724.2056958333334,732.0663333333333,620.7749374999999,622.34655,623.06585,620.8131291666666,620.3400541666666,622.0642875000001,622.9048124999999,620.9887333333334,620.6218958333334,622.1944041666666,622.9608291666667,623.0885666666667,69.88410875,59.53083291666667,104.76649041666668,87.35687708333333,62.86296708333333,54.86926833333334,102.15283833333332,85.65649791666665,62.06192291666666,54.84746666666666,101.24486666666664,108.97776666666664
irr_Toledo_Vertical_5.csv,161.29851008222175,159.23019213165477,130.71812090972554,130.70046289035753,1.2822920369894746,0.013508470933587091,5468.2764282076605,6946.9403774501925,29902047.09529153,48259980.607847825,677.3272808680556,553.8840215277777,123.44325934027778,0.22286842469256357,0.041172376909753026,662.5576687500001,655.2316104166666,712.8685729166666,683.3627958333333,651.7876808333333,648.4961858333334,709.8267408333335,680.5688125,650.2462825,648.901905,707.1828150000001,716.8963000000001,552.5435958333334,554.5184833333333,555.6231833333333,552.5624875,551.8743875,554.1599166666667,555.2852166666668,552.4726,552.0071875,554.4108041666667,555.4856291666667,555.6647666666668,110.01407291666669,100.71312708333336,157.24538958333332,130.80030833333333,99.91329333333333,94.33626916666667,154.54152416666668,128.0962125,98.239095,94.49110083333335,151.69718583333338,161.23153333333337
irr_Toledo_Vertical_6.csv,149.69704072289403,147.75769035138313,105.84241714298821,105.83087967828675,1.2955168399760453,0.01090060583733532,5873.98146493682,8486.035140299638,34503658.25042131,72012792.4024003,630.5455381944444,453.427214236111,177.11832395833332,0.39062129135042023,0.04058697032117008,617.3281625,609.8527833333334,665.1398833333334,640.1159625,609.6895875,602.5665,658.6610999999999,634.4465958333333,606.0873833333333,601.4794833333334,656.0425833333333,665.1364333333332,451.8806666666667,454.1496666666667,455.2826666666667,452.01643750000005,451.4163375,454.056875,455.170725,451.9270125,451.30985,453.8846333333334,454.9288333333333,455.1028666666666,165.44749583333333,155.7031166666667,209.85721666666666,188.099525,158.27325000000002,148.509625,203.49037499999994,182.51958333333332,154.77753333333334,147.59485,201.11374999999998,210.03356666666664
irr_Toledo_Vertical_7.csv,129.59417162936964,126.97645975971601,68.18352757103249,68.10568597734655,2.0199302458910893,0.11416480850867572,6742.082958501944,12806.06057286471,45455682.61932232,163995187.39588,549.3573465277778,300.4670524305555,248.8902940972222,0.828344712286703,0.046054673648155214,539.6550416666666,516.2316958333333,573.0368708333333,569.3439833333334,540.3397333333335,514.640825,571.527375,566.4306958333334,537.4646708333332,513.2857375,570.4057625,579.9257666666666,296.7959,302.1082375,304.0462625,297.504725,296.45862500000004,301.878525,303.671675,297.4510333333333,296.4093458333333,301.5490875,303.6874125,304.0438,242.85914166666666,214.1234583333333,268.99060833333334,271.83925833333336,243.88110833333337,212.76229999999998,267.8557,268.9796625,241.05532499999998,211.73664999999997,266.71835,275.88196666666664
